alntmscore,evalue,lddt,neighbor_id,rmsd,target_id,tm_score
0.85,7.423e-21,0.7091,MET,4.588,FYN,0.4509
0.5546,2.335e-21,0.5585,BRAF,32.53,FYN,0.4483
0.5385,4.164e-21,0.5608,ROS1,31.85,FYN,0.4453
0.5492,1.051e-22,0.5484,NTRK1,23.16,FYN,0.4419
0.452,2.976e-23,0.5227,INSR,38.91,FYN,0.4417
0.8315,5.766e-20,0.6947,ALK,5.189,FYN,0.4414
0.5234,3.137e-23,0.5195,RET,30.75,FYN,0.4412
0.8113,7.348e-22,0.6935,NTRK3,7.09,FYN,0.4401
0.5335,1.6e-22,0.5424,CSF1R,24.95,FYN,0.4397
0.8649,1.721e-20,0.7167,ERBB2,5.059,FYN,0.4396
0.8542,2.762e-20,0.7049,EGFR,5.743,FYN,0.4381
0.5249,1.617e-21,0.5288,FLT1,31.95,FYN,0.4374
0.5503,4.25e-19,0.5776,ARAF,24.18,FYN,0.4355
0.798,1.188e-18,0.8035,CHRM3,17.53,GNB5,0.7895
0.7864,2.917e-23,0.8228,HTR1A,13.41,GNB5,0.778
0.8211,1.693e-18,0.7786,HRH1,7.187,GNB5,0.7759
0.8006,3.016e-19,0.7835,DRD1,8.706,GNB5,0.7688
0.789,4.694e-19,0.7986,ADRB1,11.37,GNB5,0.7579
0.8924,2.112e-18,0.8043,PTGIR,3.185,GNB5,0.7569
0.772,2.411e-18,0.7709,HTR2A,10.66,GNB5,0.7499
0.793,1.486e-19,0.7491,ADRB2,8.85,GNB5,0.7437
0.7491,8.743e-20,0.7795,ADRA2A,13.92,GNB5,0.7432
0.7474,5.142e-20,0.7875,HRH3,13.2,GNB5,0.7376
0.778,1.302e-19,0.7871,ADRA1A,9.416,GNB5,0.7374
0.741,2.527e-19,0.764,DRD2,13.85,GNB5,0.7315
0.7386,1.418e-18,0.7756,CHRM2,15.88,GNB5,0.7308
0.7923,1.82e-12,0.7006,OPRK1,5.095,GNB5,0.6885
0.8617,1.459e-12,0.7194,ORL1,5.222,GNB5,0.686
0.7652,9.398e-14,0.722,NPY2R,8.277,GNB5,0.6848
0.8402,2.083e-13,0.7178,ADORA1,3.74,GNB5,0.6822
0.7911,5.046e-13,0.714,OPRD1,6.92,GNB5,0.6761
0.7894,2.066e-10,0.7116,CNR2,5.641,GNB5,0.67
0.7935,5.498e-12,0.6859,NPY1R,5.348,GNB5,0.6698
0.5739,0.0,0.8118,GRIN1,32.71,GRIN2B,0.5659
0.3757,2e-54,0.6127,GRIA2,27.27,GRIN2B,0.2338
0.3526,7.29e-53,0.6142,GRIA1,24.53,GRIN2B,0.2193
0.3002,3.146e-51,0.6243,GRK6,31.23,GRIN2B,0.207
0.2388,7.62e-17,0.4882,GRM1,47.25,GRIN2B,0.1988
0.3017,6.793e-19,0.4327,GCH1,42.41,GRIN2B,0.1946
0.2283,3.284e-16,0.4859,GRM5,44.37,GRIN2B,0.1925
0.2948,5.446e-16,0.4347,GRM8,32.34,GRIN2B,0.1915
0.2977,8.569e-13,0.4285,GRM4,30.7,GRIN2B,0.187
0.1257,0.2018,0.5374,CACNA1C,56.79,GRIN2B,0.08026
0.1213,0.01905,0.5204,CACNA1D,59.03,GRIN2B,0.07797
0.1332,2.26,0.5194,GRK3,57.05,GRIN2B,0.06886
0.2255,0.004675,0.3174,IDH2,18.23,GRIN2B,0.06853
0.08825,0.5547,0.3858,HDAC6,60.97,GRIN2B,0.06835
0.2069,0.1361,0.2461,HDAC2,25.08,GRIN2B,0.06391
0.2025,0.02015,0.2417,HDAC1,25.06,GRIN2B,0.06292
0.07371,0.8221,0.489,DOT1L,68.0,GRIN2B,0.06234
0.588,0.7771,0.5135,KCNJ1,5.457,GRIN2B,0.05821
0.3044,0.1028,0.2483,DDC,14.55,GRIN2B,0.05769
0.1736,9.203,0.2426,NLRP3,14.33,GRIN2B,0.05738
0.2663,2.269e-11,0.3752,MTOR,35.38,HEATR6,0.2533
0.4118,2.344e-08,0.421,PARP2,19.67,HEATR6,0.239
0.1964,7.693e-10,0.3213,ATR,24.45,HEATR6,0.1927
0.1878,0.1287,0.2924,CDC16,24.08,HEATR6,0.1098
0.1803,0.008014,0.3013,CDC23,24.19,HEATR6,0.1084
0.1257,0.8795,0.2394,TRPC6,30.33,HEATR6,0.09232
0.09097,0.5537,0.2179,ACE,32.55,HEATR6,0.0923
0.1667,0.09015,0.2369,PIK3CA,21.34,HEATR6,0.08912
0.1018,0.7904,0.2438,CXCL14,41.26,HEATR6,0.08797
0.1635,0.0225,0.241,NLRP3,21.26,HEATR6,0.08772
0.1153,0.04922,0.3113,TRPV1,38.63,HEATR6,0.08619
0.1464,0.5738,0.243,PIK3CG,23.03,HEATR6,0.08533
0.1897,1.994,0.3105,DLL3,19.69,HEATR6,0.07974
0.1212,6.453,0.3322,KCNA5,41.92,HEATR6,0.0788
0.07926,0.2442,0.2651,CACNA1C,40.81,HEATR6,0.07872
0.07824,0.00924,0.286,SOS1,45.06,HEATR6,0.07819
0.1315,4.21,0.3515,CHRM3,33.41,HEATR6,0.07725
0.1098,1.857,0.3155,KCNH2,41.86,HEATR6,0.07335
0.2681,1.301,0.3105,YWHAB,19.31,HEATR6,0.07292
0.142,2.299,0.2636,FDFT1,22.18,HEATR6,0.07286
0.2291,9.98,0.5691,HRH3,28.3,INS,0.1959
0.3215,7.557,0.5665,AGT,9.006,INS,0.1932
0.2763,2.658,0.6101,CR1,19.04,INS,0.176
0.2481,8.685,0.6285,MGA,20.88,INS,0.1752
0.1904,9.31,0.528,GRIN1,24.04,INS,0.1701
0.1896,1.152,0.5504,CDC16,20.99,INS,0.1635
0.1787,9.98,0.554,ESR2,12.73,INS,0.16
0.1696,4.976,0.5776,CDC20,15.69,INS,0.1555
0.1751,4.641,0.5214,CA9,28.03,INS,0.1532
0.2109,6.132,0.543,HAVCR2,17.74,INS,0.1483
0.2158,5.335,0.5847,EDNRB,15.15,INS,0.1413
0.2208,9.98,0.5771,INSR,22.01,INS,0.1391
0.1949,9.98,0.595,LAG3,21.09,INS,0.1381
0.2875,4.038,0.5199,GRM8,14.29,INS,0.1315
0.1947,4.038,0.5213,FGFR4,18.81,INS,0.131
0.2282,9.98,0.5744,FGFR3,24.71,INS,0.1308
0.2905,3.766,0.4749,KLK1,15.63,INS,0.1306
0.1431,9.31,0.539,JUN,22.06,INS,0.1244
0.1834,9.98,0.5573,PPARG,15.3,INS,0.1173
0.2277,9.31,0.5602,CXCL14,15.0,INS,0.1035
0.2348,0.6094,0.2057,GLA,14.4,ITGB3,0.1293
0.3551,3.271,0.2394,NTPCR,10.89,ITGB3,0.1261
0.1946,3.271,0.1869,MGA,15.6,ITGB3,0.1176
0.2507,1.453,0.2316,HDAC2,13.08,ITGB3,0.1164
0.3576,1.221,0.2475,PARK7,9.088,ITGB3,0.1162
0.2495,0.5427,0.2201,HDAC1,13.3,ITGB3,0.1136
0.2538,0.005263,0.2166,KCNMA1,14.56,ITGB3,0.1062
0.2615,0.8141,0.2355,HSD11B1,17.08,ITGB3,0.1033
0.2342,1.221,0.2116,PKM,14.75,ITGB3,0.1011
0.2539,8.754,0.2267,HDAC6,14.01,ITGB3,0.1002
0.1909,8.262,0.2153,ALDOA,15.49,ITGB3,0.09717
0.199,2.913,0.1885,TRPC6,19.24,ITGB3,0.0965
0.1978,3.673,0.202,PRMT5,15.9,ITGB3,0.09458
0.1744,0.4833,0.2433,GCH1,19.07,ITGB3,0.09163
0.273,1.372,0.2358,DDC,13.79,ITGB3,0.08773
0.2445,2.913,0.2125,AKR1B1,12.55,ITGB3,0.08721
0.1536,0.09003,0.266,RET,34.35,ITGB3,0.08682
0.2511,1.027,0.4419,TROP2,14.26,ITGB3,0.08608
0.1857,0.2869,0.1897,NOS1,21.34,ITGB3,0.08477
0.2593,5.838,0.1996,KRAS,15.25,ITGB3,0.08475
0.9291,8.191e-87,0.9502,HDAC1,5.766,HDAC2,0.9084
0.6427,2.09e-22,0.6151,HDAC6,34.19,HDAC2,0.6086
0.259,0.01855,0.2158,ALDOA,14.96,HDAC2,0.1869
0.284,2.904,0.2198,TRPC6,15.68,HDAC2,0.1842
0.3893,0.1279,0.2492,DYRK1A,7.263,HDAC2,0.1835
0.3286,1.239,0.2164,DDC,21.4,HDAC2,0.1797
0.4303,0.2388,0.2448,SMARCA4,8.041,HDAC2,0.1791
0.2177,0.5924,0.2074,GRM8,19.06,HDAC2,0.1745
0.2142,1.646,0.2157,GRM5,18.95,HDAC2,0.1716
0.3113,0.8815,0.2255,GRK6,14.79,HDAC2,0.1614
0.2391,0.5924,0.2056,GRIN1,22.91,HDAC2,0.1582
0.2845,7.621,0.2046,GCH1,17.09,HDAC2,0.1552
0.2978,0.3761,0.2499,SLC12A3,11.29,HDAC2,0.154
0.2268,3.074,0.1854,ITGB3,12.67,HDAC2,0.1527
0.2654,0.2675,0.1956,AKR1B1,15.0,HDAC2,0.1521
0.2075,1.742,0.2139,PRMT5,14.1,HDAC2,0.1505
0.2417,1.952,0.2132,GRM4,16.34,HDAC2,0.1497
0.2069,0.3358,0.1974,GRIN2B,25.11,HDAC2,0.1496
0.2327,1.171,0.1893,HSD11B1,15.58,HDAC2,0.1446
0.2223,1.646,0.2,GRIA1,15.87,HDAC2,0.1406
0.2976,7.071e-05,0.6845,FUS,38.34,HNRNPH1,0.1602
0.3954,3.026,0.3374,PCSK9,8.775,HNRNPH1,0.1126
0.3098,0.3586,0.261,PCSK7,13.22,HNRNPH1,0.0965
0.2914,1.976,0.3904,NTRK1,17.77,HNRNPH1,0.09553
0.2094,5.915,0.452,FGFR3,24.07,HNRNPH1,0.09501
0.4313,0.8946,0.3128,ACE2,5.717,HNRNPH1,0.0946
0.2458,1.074,0.4684,TH,17.74,HNRNPH1,0.09037
0.23,2.848,0.3669,HAVCR2,21.78,HNRNPH1,0.08745
0.1387,4.927,0.2473,RAD1,15.52,HNRNPH1,0.08532
0.163,4.636,0.2246,CD274,20.72,HNRNPH1,0.08465
0.3172,1.213,0.3047,MAOA,9.239,HNRNPH1,0.08418
0.4182,3.862,0.2868,MAOB,5.987,HNRNPH1,0.08359
0.2636,6.287,0.2522,CDK5,9.865,HNRNPH1,0.08345
0.1019,1.645,0.3653,APP,32.17,HNRNPH1,0.08313
0.1747,4.362,0.4508,PDCD1,41.24,HNRNPH1,0.08143
0.2161,0.6596,0.5164,CTAG1A,35.23,HNRNPH1,0.08106
0.2548,3.633,0.2622,MAPK14,13.55,HNRNPH1,0.07988
0.1474,5.915,0.5913,PPHLN1,46.83,HNRNPH1,0.078
0.09844,3.633,0.4401,TP63,31.35,HNRNPH1,0.07669
0.08734,5.566,0.4656,HIF1A,41.93,HNRNPH1,0.07573
0.7694,6.412e-20,0.7719,HTR2A,11.5,HRH3,0.7006
0.696,1.509e-21,0.743,HTR1A,13.54,HRH3,0.6944
0.7066,1.347e-28,0.7611,DRD2,19.36,HRH3,0.686
0.7013,4.385e-17,0.6908,CHRM2,17.63,HRH3,0.6829
0.6982,4.272e-19,0.7439,ADRB1,17.76,HRH3,0.6784
0.708,8.881e-17,0.6623,HRH1,15.36,HRH3,0.6715
0.7411,1.563e-20,0.7441,GNB5,14.14,HRH3,0.6695
0.6624,4.833e-18,0.6829,CHRM3,24.24,HRH3,0.6592
0.7674,2.109e-19,0.7711,ADRA1A,10.79,HRH3,0.6584
0.754,3.396e-18,0.742,ADRB2,7.339,HRH3,0.6488
0.7409,3.109e-18,0.7197,DRD1,8.507,HRH3,0.646
0.6506,2.408e-19,0.6924,ADRA2A,14.46,HRH3,0.6459
0.8336,6.996e-15,0.7404,ADORA1,6.442,HRH3,0.6383
0.828,7.124e-17,0.7606,PTGIR,6.861,HRH3,0.6371
0.8201,2.627e-14,0.7451,ADORA2A,7.188,HRH3,0.6173
0.8,1.912e-13,0.7172,OPRD1,9.432,HRH3,0.6146
0.751,2.721e-13,0.7091,ORL1,11.9,HRH3,0.6035
0.7719,5.512e-13,0.6772,OPRK1,6.521,HRH3,0.6021
0.7037,1.534e-13,0.7199,NPY2R,12.82,HRH3,0.5937
0.764,3.873e-13,0.6563,OPRM1,7.746,HRH3,0.5918
0.3391,0.00684,0.2564,PNPLA6,12.05,IDH1,0.245
0.3048,0.1327,0.29,ALK,12.03,IDH1,0.224
0.3631,0.2657,0.226,F5,9.758,IDH1,0.2092
0.284,0.05151,0.2711,KCNH2,17.24,IDH1,0.1972
0.2962,0.002828,0.2357,SIGMAR1,12.68,IDH1,0.1839
0.2186,3.111,0.2675,TP63,14.03,IDH1,0.1812
0.2243,1.459,0.2209,TNF,20.45,IDH1,0.1729
0.2392,0.5318,0.3328,REL,15.15,IDH1,0.1665
0.2776,0.08533,0.3351,GRK3,17.12,IDH1,0.1566
0.2058,0.6844,0.1902,TH,19.44,IDH1,0.1448
0.3038,0.1098,0.183,ADIPOQ,7.596,IDH1,0.1431
0.2895,0.9383,0.1934,PCSK7,8.053,IDH1,0.1427
0.2029,1.656,0.1583,PCSK9,17.27,IDH1,0.1288
0.2151,0.1506,0.1875,GLA,16.28,IDH1,0.1272
0.1355,0.1327,0.2122,PARP1,14.64,IDH1,0.1243
0.1376,6.632,0.2127,MAP3K20,25.77,IDH1,0.1242
0.3737,5.846,0.2272,VHL,4.486,IDH1,0.1237
0.1893,5.846,0.2633,FGFR4,21.52,IDH1,0.1175
0.2441,1.656,0.1958,HNRNPH1,11.24,IDH1,0.1139
0.2431,9.087,0.1994,F11,12.2,IDH1,0.1138
0.287,2.746e-44,0.5245,EGFR,41.24,INSR,0.2325
0.3691,9.941e-35,0.5268,FLT4,27.19,INSR,0.2316
0.2886,1.752e-43,0.5374,ERBB3,42.45,INSR,0.2276
0.364,9.388e-33,0.5021,NTRK2,27.27,INSR,0.2137
0.3592,1.392e-33,0.5122,FGFR2,44.77,INSR,0.2126
0.3337,1.317e-35,0.5353,FLT1,29.91,INSR,0.2118
0.36,1.243e-32,0.4949,NTRK3,33.21,INSR,0.2112
0.3218,3.61e-31,0.5327,PDGFRA,29.59,INSR,0.2054
0.356,5.062e-33,0.5273,CSF1R,27.15,INSR,0.2048
0.3383,2.736e-37,0.5464,KDR,35.72,INSR,0.2034
0.3347,2.308e-34,0.5101,FGFR1,38.05,INSR,0.2022
0.3553,3.052e-32,0.5398,KIT,27.35,INSR,0.2022
0.3219,2.181e-33,0.5195,PDGFRB,28.82,INSR,0.2011
0.3024,4.772e-28,0.4703,ALK,42.28,INSR,0.2007
0.3278,2.576e-30,0.4965,FLT3,31.08,INSR,0.2006
0.3586,2.579e-32,0.5078,NTRK1,30.73,INSR,0.1992
0.3539,1.948e-32,0.5077,FGFR4,37.89,INSR,0.1977
0.3537,2.887e-33,0.5338,FGFR3,28.61,INSR,0.1973
0.3198,5.059e-32,0.4827,RET,31.17,INSR,0.1937
0.3298,6.323e-29,0.5228,MET,25.61,INSR,0.1935
0.1758,3.987,0.2695,LCK,27.09,LRRK2,0.07311
0.1837,0.002882,0.3672,SPIN1,26.14,LRRK2,0.07083
0.141,2.276,0.4183,SRC,30.02,LRRK2,0.06626
0.2342,7.811,0.2428,AKT1,18.31,LRRK2,0.06547
0.161,5.581,0.3986,NTRK3,23.1,LRRK2,0.06071
0.1398,5.277,0.4174,TP63,41.06,LRRK2,0.05834
0.1016,7.385,0.3979,TP53,39.9,LRRK2,0.05785
0.1791,1.374,0.3824,FYN,24.12,LRRK2,0.05709
0.1376,0.7417,0.2558,F10,20.32,LRRK2,0.05571
0.1403,0.1726,0.2703,VAV1,23.89,LRRK2,0.05521
0.09202,3.37,0.2959,CDC20,28.68,LRRK2,0.05515
0.128,1.819,0.3644,IL6,15.64,LRRK2,0.05503
0.17,6.983,0.1763,PLG,17.66,LRRK2,0.05322
0.1163,3.564,0.4587,TNFAIP3,33.7,LRRK2,0.05112
0.1254,1.098,0.1834,F9,22.64,LRRK2,0.05036
0.2248,3.77,0.2911,SHP1,10.8,LRRK2,0.04817
0.1592,6.603,0.4646,NTRK1,23.91,LRRK2,0.04697
0.1455,4.46,0.1843,RAD1,23.37,LRRK2,0.04668
0.1558,3.987,0.3476,PARP1,21.36,LRRK2,0.04532
0.1568,4.46,0.5676,ARAF,39.19,LRRK2,0.04472
0.06988,5.927e-18,0.6612,MAPT,80.03,MAP2,0.03654
0.03261,1.844,0.5999,WNK2,87.82,MAP2,0.02953
0.2204,4.051,0.5675,SGK1,9.407,MAP2,0.02897
0.05321,9.55,0.64,DOT1L,75.19,MAP2,0.02801
0.04176,5.02,0.608,CDCA2,80.53,MAP2,0.02796
0.199,5.02,0.6612,KCNMA1,30.37,MAP2,0.02693
0.4036,2.455,0.6483,PTPN11,17.78,MAP2,0.02594
0.1374,7.177,0.5552,TP63,39.52,MAP2,0.02273
0.5099,0.9017,0.6064,SLC6A3,10.54,MAP2,0.0226
0.3899,3.771,0.6384,ACE2,17.19,MAP2,0.02239
0.1015,6.682,0.6577,REL,54.21,MAP2,0.02153
0.2504,7.709,0.5786,PECAM1,41.28,MAP2,0.02061
0.05065,9.55,0.5379,BRDT,69.85,MAP2,0.02051
0.05812,0.3557,0.6296,AR,70.58,MAP2,0.01961
0.3357,5.392,0.618,TIGIT,24.48,MAP2,0.01818
0.1273,5.392,0.5137,CHRNA7,33.87,MAP2,0.01813
0.3658,2.637,0.5493,SLC6A2,10.34,MAP2,0.01726
0.1188,7.709,0.5682,FLT4,38.34,MAP2,0.01566
0.1523,8.28,0.6061,TH,31.35,MAP2,0.01271
0.2024,4.674,0.5103,DYRK1A,20.79,MDM2,0.08443
0.09425,8.859,0.5763,ERBB3,50.11,MDM2,0.07934
0.187,4.983,0.5524,RAF1,36.43,MDM2,0.07773
0.08751,5.663,0.5445,FGA,45.97,MDM2,0.07654
0.08535,5.663,0.5228,NR3C1,51.35,MDM2,0.0763
0.1707,8.859,0.5435,PPARG,29.29,MDM2,0.07599
0.1322,6.037,0.4982,PDGFRA,36.06,MDM2,0.07439
0.1211,6.861,0.4816,ROS1,26.12,MDM2,0.07328
0.08507,5.312,0.5621,AR,56.65,MDM2,0.07269
0.1179,4.384,0.552,FLT4,38.97,MDM2,0.07153
0.2507,4.674,0.2979,TRPC6,11.4,MDM2,0.06762
0.2359,5.312,0.2968,PARP2,9.546,MDM2,0.06527
0.2583,8.859,0.4104,ITGB3,9.811,MDM2,0.06455
0.1582,8.311,0.5965,BRAF,34.7,MDM2,0.06336
0.2559,6.861,0.3735,CTSK,7.961,MDM2,0.06258
0.08441,6.861,0.5962,NFE2L2,48.75,MDM2,0.06207
0.06865,3.618,0.5709,BRDT,55.66,MDM2,0.06088
0.129,1.3,0.5991,HNRNPH1,28.77,MDM2,0.06038
0.3218,8.859,0.2628,PRKACA,13.66,MDM2,0.05819
0.07345,0.2982,0.5927,HDAC6,50.89,MDM2,0.05799
0.3933,1.062e-09,0.5177,PDGFRA,15.35,NECTIN4,0.2816
0.3085,2.125e-12,0.5405,PECAM1,50.37,NECTIN4,0.2786
0.3782,4.397e-14,0.5126,KIT,14.7,NECTIN4,0.2732
0.5627,1.802e-11,0.5675,CD274,6.729,NECTIN4,0.2713
0.4517,1.008e-12,0.5884,NTRK3,22.54,NECTIN4,0.267
0.3721,4.41e-11,0.4959,FLT3,19.47,NECTIN4,0.257
0.407,2.354e-09,0.5931,NTRK1,22.49,NECTIN4,0.2457
0.2936,1.082e-07,0.444,AXL,32.9,NECTIN4,0.2428
0.3409,5.297e-10,0.5342,NTRK2,23.67,NECTIN4,0.2288
0.2647,0.0005885,0.3569,INSR,22.01,NECTIN4,0.2131
0.2682,2.233e-12,0.4692,FLT1,16.49,NECTIN4,0.2105
0.2483,1.38e-13,0.5426,LAG3,43.75,NECTIN4,0.2063
0.8352,1.296e-09,0.6902,TIGIT,3.738,NECTIN4,0.2043
0.2717,2.648e-07,0.4004,ROS1,19.72,NECTIN4,0.1987
0.2552,4.119e-13,0.4694,FLT4,23.33,NECTIN4,0.1897
0.2122,2.759e-16,0.5346,FGFR3,44.31,NECTIN4,0.1883
0.2609,1.802e-11,0.4289,PDGFRB,21.29,NECTIN4,0.1852
0.2397,4.809e-07,0.3366,RET,21.33,NECTIN4,0.1769
0.627,6.071e-06,0.5398,HAVCR2,10.93,NECTIN4,0.1752
0.5471,2.74e-06,0.5959,CTLA4,13.69,NECTIN4,0.1751
0.8508,6.281e-18,0.7609,NPY1R,5.256,NPY2R,0.7559
0.7457,1.878e-15,0.7353,OPRD1,13.39,NPY2R,0.7277
0.7827,5.853e-16,0.7352,OPRK1,10.5,NPY2R,0.7143
0.7229,2.69e-16,0.7361,ORL1,17.59,NPY2R,0.701
0.7112,2.612e-17,0.7093,EDNRB,14.22,NPY2R,0.7009
0.706,4.326e-16,0.7343,EDNRA,20.66,NPY2R,0.7007
0.7164,5.454e-14,0.7213,BDKRB2,12.47,NPY2R,0.6861
0.8642,4.335e-13,0.7279,CCRL2,3.9,NPY2R,0.6846
0.7656,1.961e-15,0.7252,PTGIR,10.17,NPY2R,0.6845
0.6972,1.935e-14,0.7069,OPRM1,14.17,NPY2R,0.6833
0.8004,1.908e-13,0.6882,AGTR2,12.02,NPY2R,0.6777
0.7683,6.124e-13,0.6907,HTR1A,9.494,NPY2R,0.6674
0.6738,1.965e-12,0.7073,CHRM3,14.55,NPY2R,0.6621
0.6675,2.02e-14,0.7024,ADRB1,21.91,NPY2R,0.6609
0.702,1.137e-13,0.6971,ADRB2,12.91,NPY2R,0.66
0.6988,1.935e-14,0.7043,ADRA1A,10.8,NPY2R,0.6593
0.7581,3.756e-12,0.7095,CHRM2,11.35,NPY2R,0.653
0.7266,3.075e-10,0.6608,PTAFR,17.76,NPY2R,0.653
0.7592,1.676e-13,0.7098,GNB5,9.259,NPY2R,0.6519
0.7897,8.4e-14,0.7012,AGTR1,16.02,NPY2R,0.6503
0.4459,2.495e-101,0.8143,NTRK2,19.88,NTRK3,0.4367
0.41,6.014e-90,0.7893,NTRK1,31.63,NTRK3,0.3903
0.36,1.025e-29,0.5042,INSR,33.19,NTRK3,0.3399
0.4532,8.506e-40,0.6072,FGFR3,29.36,NTRK3,0.333
0.4527,1.001e-40,0.6304,FGFR1,27.06,NTRK3,0.3319
0.4372,6.83e-38,0.63,CSF1R,24.33,NTRK3,0.3273
0.426,3.772e-36,0.6287,PDGFRB,18.45,NTRK3,0.3196
0.4441,1.025e-29,0.5483,ROS1,31.01,NTRK3,0.319
0.4288,3.99e-37,0.6514,KIT,31.65,NTRK3,0.3189
0.4351,2.325e-35,0.6348,FLT3,21.81,NTRK3,0.3145
0.6183,8.594e-24,0.6371,ALK,26.97,NTRK3,0.3129
0.4277,1.803e-40,0.6086,FGFR4,35.21,NTRK3,0.3125
0.4181,1.887e-37,0.6689,PDGFRA,23.54,NTRK3,0.3104
0.4117,3.557e-34,0.579,FLT4,24.49,NTRK3,0.3104
0.423,1.429e-33,0.5693,MET,30.83,NTRK3,0.3081
0.4152,2.472e-38,0.602,FGFR2,27.63,NTRK3,0.3079
0.4086,6.739e-33,0.5637,RET,37.71,NTRK3,0.3061
0.403,1.691e-36,0.6074,KDR,29.63,NTRK3,0.3025
0.8784,3.434e-21,0.7264,EGFR,5.327,NTRK3,0.3011
0.6873,3.086e-21,0.6811,ERBB2,25.16,NTRK3,0.2987
0.3606,9.859e-13,0.3793,PCSK7,28.05,PCSK9,0.2803
0.2902,0.05248,0.3267,ALK,20.12,PCSK9,0.1095
0.2102,0.3601,0.1684,NOS2,21.8,PCSK9,0.09607
0.3216,1.183,0.2506,ADIPOQ,9.848,PCSK9,0.09374
0.3136,1.118,0.2471,F5,17.48,PCSK9,0.08853
0.1599,0.2289,0.1837,GLA,21.99,PCSK9,0.08658
0.2232,1.118,0.3343,PTEN,23.74,PCSK9,0.08473
0.2887,0.05248,0.2223,TNF,14.73,PCSK9,0.07743
0.3517,1.056,0.1962,ALOX5,7.378,PCSK9,0.07096
0.3616,1.759,0.2061,ALOX12,13.66,PCSK9,0.06764
0.1716,2.767,0.2516,KCNJ1,23.76,PCSK9,0.0673
0.3432,3.28,0.1538,HSD17B10,11.5,PCSK9,0.06698
0.1816,6.471,0.1712,DYRK1A,16.04,PCSK9,0.06396
0.2469,0.2163,0.2063,SIGMAR1,14.63,PCSK9,0.06373
0.2084,0.8914,0.1725,ROS1,19.63,PCSK9,0.06356
0.2197,4.354,0.1707,PIK3CA,10.07,PCSK9,0.06322
0.5545,5.16,0.266,PRMT5,4.452,PCSK9,0.0594
0.1283,2.085,0.3228,TP53,24.07,PCSK9,0.05924
0.1415,8.587,0.3,FGFR3,30.03,PCSK9,0.05887
0.3962,5.461,0.2174,AKR1B1,6.573,PCSK9,0.05784
0.7727,2.472e-69,0.6827,PIK3CG,13.79,PIK3CA,0.7573
0.5476,9.188e-11,0.424,ATR,13.74,PIK3CA,0.3163
0.5698,4.145e-10,0.4217,MTOR,12.73,PIK3CA,0.2919
0.3269,0.0434,0.2694,WNK2,16.28,PIK3CA,0.1224
0.3453,1.194,0.2693,PDGFRB,17.61,PIK3CA,0.1213
0.3455,0.005992,0.2752,FGFR3,15.27,PIK3CA,0.121
0.3094,0.1449,0.2547,FLT4,17.28,PIK3CA,0.1205
0.34,0.01358,0.2648,FGFR2,15.87,PIK3CA,0.1204
0.3312,2.001,0.2628,PDGFRA,17.4,PIK3CA,0.119
0.1931,1.144,0.2355,ROS1,33.44,PIK3CA,0.1171
0.3362,0.008455,0.2581,FGFR4,14.62,PIK3CA,0.1168
0.3159,0.009621,0.2701,NTRK2,14.74,PIK3CA,0.1167
0.3112,0.2763,0.2628,FLT3,17.07,PIK3CA,0.1162
0.2736,0.02946,0.2594,ERBB2,19.52,PIK3CA,0.1154
0.3324,0.07275,0.2596,KDR,15.98,PIK3CA,0.1152
0.2914,0.0473,0.2389,AKT1,21.72,PIK3CA,0.1136
0.2815,0.03076,0.2633,ERBB3,18.0,PIK3CA,0.1135
0.3167,0.2228,0.2672,INSR,14.32,PIK3CA,0.1135
0.2628,0.01758,0.235,LATS1,19.74,PIK3CA,0.1134
0.3188,0.1876,0.2726,CSF1R,16.27,PIK3CA,0.112
0.2213,1.385,0.767,JUN,39.76,PPHLN1,0.09935
0.3218,9.168,0.7627,SNCB,29.86,PPHLN1,0.09688
0.4414,9.168,0.6892,SNCA,34.5,PPHLN1,0.09119
0.09002,0.1303,0.7135,BRD4,55.3,PPHLN1,0.08379
0.1845,6.544,0.64,PPARD,39.46,PPHLN1,0.07903
0.08016,7.489,0.6832,LATS1,55.38,PPHLN1,0.07588
0.08047,0.2931,0.7078,WNK2,62.19,PPHLN1,0.07131
0.0785,7.489,0.7075,ATAD2,56.07,PPHLN1,0.0707
0.1094,5.718,0.7659,WEE1,46.03,PPHLN1,0.0693
0.07638,2.222,0.714,BICRA,59.15,PPHLN1,0.06911
0.1462,5.718,0.5482,CDC20,26.43,PPHLN1,0.06875
0.09834,8.571,0.6987,BRDT,51.88,PPHLN1,0.06801
0.08607,0.9236,0.7202,GRM5,55.66,PPHLN1,0.06799
0.1855,6.117,0.5866,BCL2L1,17.21,PPHLN1,0.06454
0.1008,5.718,0.7675,KCNH2,53.14,PPHLN1,0.06401
0.09668,8.012,0.7625,GRM1,52.23,PPHLN1,0.06282
0.08905,0.8633,0.7566,HIF1A,63.32,PPHLN1,0.06032
0.06142,3.814,0.6798,SMARCA4,64.85,PPHLN1,0.05883
0.1772,9.168,0.7807,KCNMA1,35.96,PPHLN1,0.0572
0.08885,6.117,0.674,LTBP3,46.46,PPHLN1,0.05574
0.7701,1.035e-40,0.8909,PSEN1,21.78,PSEN2,0.7317
0.2425,7.791,0.2977,FDFT1,14.05,PSEN2,0.1682
0.1458,4.24,0.4355,CHRM3,39.85,PSEN2,0.1436
