org_id,patent_id
BIOLEGEND INC,WO-2025212738-A1
BROAD INST INC,US-2025313563-A1
BIOGEN MA INC,US-2025313563-A1
VERADERMICS INCORPORATED,US-2025312346-A1
UNIV RUTGERS,US-2025312271-A1
UNIV BOSTON,WO-2025213129-A1
VEGAS ARTURO JOSE,WO-2025213129-A1
RAAVI,WO-2025213129-A1
QUINNELL SEAN,WO-2025213129-A1
SHEEHY DANIEL,WO-2025213129-A1
KONKUK UNIV GLOCAL IND ACADEMIC COLLABORATION FOUND,WO-2025198345-A1
RDP PHARMA AG,US-2025295796-A1
PAGS CO LTD,US-2025295796-A1
VECTURA INC,US-2025295871-A1
UNIV UTAH RES FOUND,US-2025297281-A1
BOEHRINGER INGELHEIM VETMEDICA GMBH,US-2025295787-A1
CHILDRENS NAT MEDICAL CT,WO-2025179086-A9
SHANGHAI INST OF NUTRITION AND HEALTH CHINESE ACADEMY OF SCIENCES,US-2025295619-A1
UNIV LELAND STANFORD JUNIOR,US-2025295610-A1
NATIONAL UNIV CORPORATION TOKAI NATIONAL HIGHER EDUCATION AND RESEARCH SYSTEM,US-2025295620-A1
TOKO PHARMACEUTICAL IND CO LTD,US-2025295620-A1
UROTRONIC INC,US-2025295841-A1
SAPREME TECH BV,US-2025295800-A1
UNIV KOREA RES & BUS FOUND,US-2025297031-A1
JIANGSU INST NUCLEAR MEDICINE,WO-2025195225-A1
MITOTECH S A,WO-2025196507-A1
NAT UNIV SINGAPORE,WO-2025198540-A1
BEIJING MERSON PHARMACEUTICAL TECH DEVELOPMENT CO LTD,WO-2025195416-A1
GAZI UNIV REKTORLUGU,EP-4618989-A1
UNIV ARIZONA,EP-4619025-A1
AKTIS ONCOLOGY INC,EP-4619050-A2
SILVA RENATA MOISES IWAMIZU,EP-4620476-A1
UNIV COLORADO REGENTS,EP-4619004-A2
UNIV MURDOCH,EP-4619004-A2
THE GEORGE INST FOR GLOBAL HEALTH,EP-4620524-A2
MITSUI DM SUGAR CO LTD,EP-4620312-A1
SKIP THERAPEUTICS LTD,EP-4619047-A1
UNIV ILLINOIS,US-12419899-B2
CYSTETIC MEDICINES INC,US-12419899-B2
TARGA BIOMEDICAL INC,US-12419849-B2
SHISEIDO CO LTD,US-12419906-B2
NEUROCRINE BIOSCIENCES INC,US-12421193-B2
MASSACHUSETTS EYE & EAR INFIRMARY,US-12419876-B2
ALTA RES LLC,WO-2025193833-A1
WEI EDWARD TAK,US-2025288583-A1
LUMINOUS MIND INC,WO-2025175318-A3
UNIV MADRID COMPLUTENSE,WO-2025191291-A1
CONSORCIO CENTRO DE INVESTIG BIOMEDICA EN RED CIBER,WO-2025191291-A1
NECTERO MEDICAL INC,US-2025288297-A1
OHIO STATE INNOVATION FOUNDATION,WO-2025194051-A1
UNIV VIRGINIA PATENT FOUNDATION,WO-2025194051-A1
ADVANCED DISPERSED PARTICLES S L,US-2025288502-A1
CARBIOGENE THERAPEUTICS CO LTD,WO-2025190422-A1
CHILDRENS MEDICAL CT CORP,WO-2025194147-A1
MARUZEN PHARM CO LTD,WO-2025191979-A1
UNDAUNTED BIO INC,US-2025288591-A1
CHAINGEN BIOPHARMA LTD,WO-2025190276-A1
UNIV ISTANBUL TEKNIK,WO-2025193210-A1
IMMUSE THERAPEUTICS INC,WO-2025192994-A1
UNIV BRITISH COLUMBIA,US-2025288534-A1
NANOVATION THERAPEUTICS INC,US-2025288534-A1
CARBIOGENE THERAPEUTICS CO LTD,WO-2025190423-A1
ALFASIGMA SPA,US-2025289816-A1
VITO NV,WO-2025190746-A1
OPUS GENETICS INC,WO-2025194083-A1
MAYO FOUND MEDICAL EDUCATION & RES,US-2025288724-A1
SHENZHEN MAGICRNA BIOTECHNOLOGY CO LTD,WO-2024198497-A9
BENOBIO CO LTD,US-2025289783-A1
MITOIMMUNE THERAPEUTICS INC,US-2025289785-A1
UNIV GEORGIA,US-2025288532-A1
CHILDRENS MEDICAL CT CORP,US-2025289879-A1
BENOBIO CO LTD,US-2025289808-A1
BEIJING BAYLX PHARMACEUTICAL CO LTD,WO-2025190430-A1
UNIV PENNSYLVANIA,US-2025288742-A1
UNIV DREXEL,US-2025288742-A1
UNIV YALE,US-2025288588-A1
TAKEDA PHARMACEUTICALS CO,US-2025288581-A1
ADVANCED DISPERSED PARTICLES S L,WO-2025190911-A1
UNIV CALIFORNIA,WO-2025193475-A1
BEIJING BAYLX PHARMACEUTICAL CO LTD,WO-2025190431-A1
NORTHWEST BIOTHERAPEUTICS INC,EP-4574159-A3
UNIV TEXAS,EP-4615995-A1
THE GEORGE INST FOR GLOBAL HEALTH,EP-4574136-A3
UNIV SYDNEY,EP-4574136-A3
EMALEX BIOSCIENCES INC,EP-4616915-A2
WEINBERG ASSA,EP-4615449-A1
BRIGHAM & WOMENS HOSPITAL INC,EP-4615504-A2
MASSACHUSETTS GEN HOSPITAL,EP-4615504-A2
DANA FARBER CANCER INST INC,EP-4615504-A2
UNIV ROCKEFELLER,EP-4615504-A2
UNIV JOHNS HOPKINS,EP-4615504-A2
BEAM THERAPEUTICS INC,EP-4615425-A1
NESTLE SA,EP-4615428-A1
VITO NV,EP-4617277-A1
STAMICARBON,EP-4615822-A1
UNIV YALE,EP-4615411-A1
NESTLE SA,EP-4615434-A1
INDIVIOR UK LTD,EP-4615442-A1
EGYT GYOGYSZERVEGYESZETI GYAR,US-12415792-B2
UNIV CALIFORNIA,US-12415843-B2
OKLAHOMA MED RES FOUND,US-12415851-B2
SEOUL NAT UNIV R&DB FOUNDATION,US-12415851-B2
HARVARD COLLEGE,US-12414982-B2
NUTRILEADS B V,US-12415871-B2
UNIV EMORY,US-12415829-B2
SEMMELWEIS EGYETEM,EP-4635574-A2
KINETO LAB KFT,EP-4635574-A2
EOETVOES LORAND TUDOMANYEGYETEM,EP-4635574-A2
HUN REN TERMESZETTUDOMANYI KUTATOKOEZPONT,EP-4635574-A2
MIRATI THERAPEUTICS INC,WO-2025217015-A1
AMGEN INC,WO-2025217247-A1
RISEN SUZHOU PHARMA TECH CO LTD,EP-4630422-A1
RISEN SHANGHAI PHARMACEUTICAL ENG CO LTD,EP-4630422-A1
LEADINGTAC PHARMACEUTICAL SHAOXING CO LTD,EP-4631942-A1
BETTA PHARMACEUTICALS CO LTD,EP-4631940-A1
SK BIOPHARMACEUTICALS CO LTD,EP-4631948-A1
INCYTE CORP,US-12441742-B2
AMGEN INC,US-12440491-B2
INCYTE CORP,US-12441727-B2
MIRATI THERAPEUTICS INC,US-2025312343-A1
ERASCA INC,US-2025313577-A1
KOREA INST RADIOLOGICAL & MEDICAL SCIENCES,US-2025312333-A1
BOEHRINGER INGELHEIM INTL GMBH CORP,US-2025313553-A1
UNIV VANDERBILT,US-2025313553-A1
REDX PHARMA LTD,EP-4626888-A1
RANOK THERAPEUTICS HANGZHOU CO LTD,EP-4626895-A1
TIGER BIOTHERAPEUTICS INC,EP-4626555-A1
TIGER BIOTHERAPEUTICS INC,EP-4626554-A1
UNIV ULSAN FOUND IND COOP,US-2025302981-A1
PHAROSGEN,US-2025302981-A1
ASAN FOUND,US-2025302981-A1
SEOUL NAT UNIV R&DB FOUNDATION,US-2025302981-A1
FRONTIER MEDICINES CORP,WO-2025188668-A8
NOVARTIS AG,WO-2025203012-A1
NOVARTIS AG,WO-2025202971-A1
AMGEN INC,US-2025304599-A1
UNIV GUANGZHOU MEDICAL,WO-2025200088-A1
TREELINE BIOSCIENCES INC,EP-4622716-A1
AMGEN INC,EP-4623999-A2
HUYABIO INT LLC,EP-4622718-A1
SUN YAT SEN UNIV CANCER CENTER THE AFFILIATED CANCER HOSPITAL OF SUN YAT SEN UNIV SUN YAT SEN UNIV C,WO-2025194563-A1
SANOFI SA,US-2025295664-A1
H LEE MOFFITT CANCER CT & RES,US-2025295665-A1
FRONTIER MEDICINES CORP,WO-2025199170-A1
FRONTIER MEDICINES CORP,WO-2025194340-A1
XU JUN,WO-2025194340-A1
CHIA TAI TIANQING PHARMACEUTICAL GROUP CO LTD,US-12421236-B2
MEDSHINE DISCOVERY INC,US-12421236-B2
MIRATI THERAPEUTICS INC,US-12421253-B2
AMGEN INC,US-12421234-B1
QUANTA THERAPEUTICS INC,US-12421254-B2
SUZHOU PUHE BIOPHARMA CO LTD,WO-2025190342-A1
AMGEN INC,WO-2025194054-A1
GENENTECH INC,WO-2025194134-A1
HOFFMANN LA ROCHE,WO-2025194134-A1
LILLY CO ELI,US-2025289830-A1
COGENT BIOSCIENCES INC,WO-2025193878-A1
SICHUAN KELUN BIOTECH BIOPHARMACEUTICAL CO LTD,WO-2025190158-A1
UNIV CALIFORNIA,WO-2025193901-A1
AMGEN INC,WO-2025194057-A1
MERCK SHARP & DOHME LLC,EP-4615847-A1
AMGEN INC,US-12415806-B1
FRONTIER MEDICINES CORP,WO-2025188668-A1
UNIV TEXAS,US-2025281527-A1
ALTEROME THERAPEUTICS INC,US-2025282799-A1
MIRATI THERAPEUTICS INC,US-2025282778-A1
ASCENTAWITS PHARMACEUTICALS LTD,US-2025281514-A1
NEOWISE BIOTECHNOLOGY CO LTD,EP-4613762-A1
BETA PHARMA INC,EP-4612155-A1
GENENTECH INC,US-12409178-B2
CHUGAI PHARMACEUTICAL CO LTD,US-12410212-B2
BETA PHARMA INC,US-2025276968-A1
ZENO MAN INC,WO-2025184572-A1
ASCENTAGE PHARMA SUZHOU CO LTD,US-2025276982-A1
ASCENTAGE PHARMA GROUP CORP LTD,US-2025276982-A1
ADLAI NORTYE BIOPHARMA CO LTD,EP-4610263-A1
PAQ THERAPEUTICS INC,US-12404285-B2
THERAS INC,US-2025270206-A1
LEIDOS BIOMEDICAL RES INC,US-2025270206-A1
L LIVERMORE NAT SECURITY LLC,US-2025270206-A1
FRONTIER MEDICINES CORP,WO-2025179058-A1
GRITSTONE BIO INC,US-2025269002-A1
LEIDOS BIOMEDICAL RES INC,US-2025270225-A1
L LIVERMORE NAT SECURITY LLC,US-2025270225-A1
THERAS INC,US-2025270225-A1
SHANGHAI XINPU BIOTECHNOLOGY COMPANY LTD,WO-2025176000-A1
UNIV OXFORD INNOVATION LTD,US-2025270519-A1
BRISTOL MYERS SQUIBB CO,US-2025268900-A1
NAVIRE PHARMA INC,US-2025268900-A1
LEADINGTAC PHARMACEUTICAL SHAOXING CO LTD,EP-4606803-A1
SHANGHAI LEADINGTAC QIFAN PHARMACEUTICAL CO LTD,EP-4606803-A1
IDIENCE CO LTD,EP-4605400-A1
MIRATI THERAPEUTICS INC,US-12398154-B2
AMGEN INC,US-12398133-B2
BEIGENE SWITZERLAND GMBH,US-2025262222-A1
CHUGAI PHARMACEUTICAL CO LTD,US-2025262194-A1
HOFFMANN LA ROCHE,US-2025262194-A1
THE US SECRETARY DEPARTMENT OF HEALTH AND HUMAN SERVIC,US-2025263462-A1
MIRATI THERAPEUTICS INC,US-2025262213-A1
BRISTOL MYERS SQUIBB CO,US-2025263424-A1
INST NAT SANTE RECH MED,US-2025262211-A1
CENTRE NAT RECH SCIENT,US-2025262211-A1
INST CLAUDIUS REGAUD,US-2025262211-A1
UNIV TOULOUSE 3 PAUL SABATIER,US-2025262211-A1
RANOK THERAPEUTICS HANGZHOU CO LTD,WO-2024123913-A8
CHUGAI PHARMACEUTICAL CO LTD,EP-4603105-A1
US HEALTH,US-12391742-B2
HANGZHOU POLYMED BIOPHARMACEUTICALS INC,WO-2025168124-A1
RISEN SUZHOU PHARMA TECH CO LTD,WO-2025168051-A1
RISEN（SHANGHAI）PHARMA ENG CO LTD,WO-2025168051-A1
HANGZHOU INNOGATE PHARMA CO LTD,US-2025255868-A1
SHANGHAI QILU PHARMACEUTICAL RES AND DEVELOPMENT CENTRE LTD,WO-2025167948-A1
HOFFMANN LA ROCHE,US-2025257075-A1
WINDERMERE THERAPEUTICS INC,WO-2025170938-A1
BRISTOL MYERS SQUIBB CO,WO-2025145207-A8
BEIGENE SUZHOU CO LTD,WO-2025168072-A1
BEIGENE SWITZERLAND GMBH,WO-2025168072-A1
AMGEN INC,EP-4598917-A1
AMGEN INC,EP-4598916-A1
AMGEN INC,EP-4598915-A2
PRELUDE THERAPEUTICS INC,EP-4598920-A2
AMGEN INC,EP-4598921-A1
ASTELLAS PHARMA INC,US-12384794-B2
ARAXES PHARMA LLC,US-RE50527-E
YA THERAPEUTICS INC,WO-2025162135-A1
JAZZ PHARMACEUTICALS IRELAND LTD,WO-2025163494-A1
THE US SECRETARY DEPARTMENT OF HEALTH & HUMAN SERVICES,US-2025250318-A1
LILLY CO ELI,US-2025249019-A1
ELICIO THERAPEUTICS INC,US-2025249107-A1
BEIGENE SWITZERLAND GMBH,US-2025250287-A1
MIRATI THERAPEUTICS INC,US-2025249003-A1
BRISTOL MYERS SQUIBB CO,US-2025250271-A1
HOFFMANN LA ROCHE,US-2025250284-A1
YA THERAPEUTICS INC,WO-2025162091-A1
BETA PHARMA INC,US-2025250286-A1
AMGEN INC,EP-4593837-A1
MIRATI THERAPEUTICS INC,EP-4593964-A2
TRASVEDA LTD,EP-4596551-A1
INCYTE CORP,US-12378243-B2
MIRATI THERAPEUTICS INC,US-12377101-B2
ASTELLAS PHARMA INC,WO-2025159142-A1
QUANTA THERAPEUTICS INC,US-2025243222-A1
INXMED NANJING CO LTD,WO-2025157162-A1
SHANGHAI APEIRON THERAPEUTICS COMPANY LTD,WO-2025157289-A1
IDIENCE CO LTD,EP-4592296-A1
GENFLEET THERAPEUTICS SHANGHAI INC,EP-4592295-A1
ZHEJIANG GENFLEET THERAPEUTICS CO LTD,EP-4592295-A1
CHUGAI PHARMACEUTICAL CO LTD,EP-4592308-A1
CHUGAI PHARMACEUTICAL CO LTD,US-12371454-B2
AMGEN INC,US-2025236631-A1
ABOGEN BIOSCIENCES SHANGHAI CO LTD,WO-2025153053-A1
SUZHOU ZANRONG PHARMA LTD,WO-2025153038-A1
INCYTE CORP,EP-4548918-A3
RISEN SUZHOU PHARMA TECH CO LTD,EP-4587446-A1
LILLY CO ELI,US-2025228848-A1
CHUGAI PHARMACEUTICAL CO LTD,US-2025230193-A1
ERASCA INC,WO-2025151738-A1
1200 PHARMA LLC,WO-2025151765-A1
HEPAREGENIX GMBH,US-2025228834-A1
SUZHOU ZELGEN BIOPHARMACEUTICALS CO LTD,WO-2025149082-A1
ZELGEN PHARMACEUTICALS ZHEJIANG CO LTD,WO-2025149082-A1
SHANGHAI ZELGEN PHARMA TECH CO LTD,WO-2025149082-A1
CANCER RESEARCH TECH LTD,WO-2025149656-A1
THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIV OF OXFORD,WO-2025149656-A1
UNIV LONDON,WO-2025149656-A1
RANOK THERAPEUTICS HANGZHOU CO LTD,EP-4584271-A1
BRISTOL MYERS SQUIBB CO,EP-4584276-A1
ARAXES PHARMA LLC,US-RE50490-E
GENFLEET THERAPEUTICS SHANGHAI INC,US-2025221989-A1
ZHEJIANG GENFLEET THERAPEUTICS CO LID,US-2025221989-A1
ZHEJIANG GENFLEET THERAPEUTICS CO LTD,US-2025221989-A1
BEIGENE LTD,US-2025221996-A1
BEIGENE SWITZERLAND GMBH,WO-2025108443-A3
HU XIRUI,WO-2025108443-A3
ADLAI NORTYE BIOPHARMA CO LTD,EP-4582426-A1
JAZZ PHARMACEUTICALS IRELAND LTD,EP-4581024-A1
LILLY CO ELI,US-12351591-B2
BRISTOL MYERS SQUIBB CO,US-2025215087-A1
BENOBIO CO LTD,WO-2025143518-A1
TOTUS MEDICINES INC,US-2025213581-A1
IMMUXELL BIOTECH LTD,WO-2025140508-A1
BRISTOL MYERS SQUIBB CO,WO-2025145207-A1
IMMUXELL BIOTECH LTD,WO-2025140504-A1
ASTELLAS PHARMA INC,US-2025206751-A1
AMGEN INC,WO-2025136346-A1
BOEHRINGER INGELHEIM INT,US-2025205238-A1
ARVINAS OPERATIONS INC,US-2025206732-A1
BOEHRINGER INGELHEIM INT,WO-2025132549-A1
SUZHOU ZELGEN BIOPHARMACEUTICALS CO LTD,US-2025206758-A1
SHANGHAI ZELGEN PHARMA TECH CO LTD,US-2025206758-A1
CHENGDU HYPERWAY PHARMACEUTICALS CO LTD,US-2025206759-A1
SHENZHEN HYPERWAY PHARMACEUTICALS CO LTD,US-2025206759-A1
BRISTOL MYERS SQUIBB CO,EP-4573089-A2
TREELINE BIOSCIENCES INC,EP-4573095-A1
MIRATI THERAPEUTICS INC,US-12336995-B2
ERASCA INC,US-2025195533-A1
KYMERA THERAPEUTICS INC,WO-2025128653-A1
UNIV NEW YORK,WO-2025128653-A1
INCYTE CORP,WO-2025129002-A1
GREENWOOD NATHANIEL,WO-2025129002-A1
KHR Biotec GmbH,US-2025197379-A1
NEOWISE BIOTECHNOLOGY CO LTD,WO-2025124489-A1
INCYTE CORP,US-2025195536-A1
BEIGENE SWITZERLAND GMBH,EP-4568967-A1
BEIGENE SWITZERLAND GMBH,EP-4568974-A1
BEIGENE SWITZERLAND GMBH,EP-4568973-A1
BRISTOL MYERS SQUIBB CO,EP-4568952-A1
ASTELLAS PHARMA INC,EP-4568675-A1
ASTELLAS PHARMA INC,EP-4568674-A1
ASTELLAS PHARMA INC,EP-4570795-A1
ASTELLAS PHARMA INC,EP-4570794-A1
INCYTE CORP,US-12331063-B2
INCYTE CORP,US-2025188073-A1
BRISTOL MYERS SQUIBB CO,WO-2025122619-A1
THERAS INC,US-2025188085-A1
LEIDOS BIOMEDICAL RES INC,US-2025188085-A1
L LIVERMORE NAT SECURITY LLC,US-2025188085-A1
TARAN THERAPEUTICS INC,WO-2025096692-A3
UNIV ADELAIDE,WO-2025096692-A3
Buzzard Pharmaceuticals AB,US-2025188162-A1
GENFLEET THERAPEUTICS SHANGHAI INC,US-2025186456-A1
ZHEJIANG GEN FLEET THERAPEUTICS CO LTD,US-2025186456-A1
ASTELLAS PHARMA INC,EP-4567033-A1
THERAS INC,EP-4565579-A1
LEIDOS BIOMEDICAL RES INC,EP-4565579-A1
L LIVERMORE NAT SECURITY LLC,EP-4565579-A1
MIRATI THERAPEUTICS INC,US-2025177399-A1
LILLY CO ELI,US-2025177389-A1
THERAS INC,WO-2025117828-A1
LEIDOS BIOMEDICAL RES INC,WO-2025117828-A1
L LIVERMORE NAT SECURITY LLC,WO-2025117828-A1
ALTEROME THERAPEUTICS INC,US-2025179093-A1
AMGEN INC,US-2025179077-A1
MAMMOTH BIOSCIENCES INC,US-2025177569-A1
JIANGSU HENGRUI PHARMACEUTICALS CO LTD,EP-4563580-A1
Shanghai hengrui pharmaceutical co ltd,EP-4563580-A1
JIANGSU HENGRUI PHARMACEUTICALS CO LTD,EP-4563151-A1
Shanghai hengrui pharmaceutical co ltd,EP-4563151-A1
GENENTECH INC,WO-2025111582-A1
BEIGENE SWITZERLAND GMBH,WO-2025108443-A2
HU XIRUI,WO-2025108443-A2
SHENZHEN IONOVA LIFE SCIENCE CO LTD,WO-2025108479-A1
FOSHAN IONOVA BIOTHERAPEUTICS CO INC,WO-2025108479-A1
GUANGDONG TOUCHSTONE TRANSLATIONAL RES INSTITUTE CO LTD,WO-2025108479-A1
GENENTECH INC,WO-2025111586-A1
BETTA PHARMACEUTICALS CO LTD,WO-2025107579-A1
MERCK SHARP & DOHME LLC,EP-4558513-A1
ASTELLAS PHARMA INC,EP-4559906-A1
US HEALTH,US-12312391-B2
UNIV TEXAS,US-12310986-B2
INCYTE CORP,US-2025163079-A1
HOFFMANN LA ROCHE,WO-2025104149-A1
BRISTOL MYERS SQUIBB CO,US-2025163046-A1
SHANGHAI PHARMACEUTICALS HOLDING CO LTD,WO-2025103476-A1
AMGEN INC,US-2025163064-A1
I MAB BIOPHARMA US LTD,US-2025163150-A1
QUANTA THERAPEUTICS INC,WO-2025106901-A1
QUANTA THERAPEUTICS INC,WO-2025106905-A1
US HEALTH,US-12304940-B2
SHENZHEN FORWARD PHARMACEUTICALS CO LTD,US-2025154156-A1
TARAN THERAPEUTICS INC,US-2025154243-A1
UNIV ADELAIDE,US-2025154243-A1
BAYER AG,US-2025154170-A1
ARAXES PHARMA LLC,US-2025154133-A1
BRISTOL MYERS SQUIBB CO,US-2025154148-A1
BLOSSOMHILL THERAPEUTICS INC,WO-2024263889-A3
AMGEN INC,WO-2025101623-A1
MIRATI THERAPEUTICS INC,WO-2024238633-A3
BLOSSOMHILL THERAPEUTICS INC,EP-4551577-A1
HOFFMANN LA ROCHE,EP-4551578-A1
BEIGENE LTD,EP-4551574-A1
MOLECULAR AXIOM LLC,EP-4551705-A2
HOFFMANN LA ROCHE,EP-4551295-A1
MIRATI THERAPEUTICS INC,EP-4552631-A2
MERCK SHARP & DOHME LLC,US-12297208-B2
NEWAVE PHARMACEUTICAL INC,US-2025145639-A1
ASTELLAS PHARMA INC,US-2025145631-A1
BOEHRINGER INGELHEIM INTL GMBH CORP,US-2025145608-A1
UNIV VANDERBILT,US-2025145608-A1
INCYTE CORP,WO-2025096738-A1
PAQ THERAPEUTICS INC,US-2025144225-A1
SICHUAN HUIYU PHARMACEUTICAL CO LTD,US-2025145589-A1
SICHUAN HUIYU SEACROSS PHARMACEUTICAL TECH CO LTD,US-2025145589-A1
TARAN THERAPEUTICS INC,WO-2025096692-A2
UNIV ADELAIDE,WO-2025096692-A2
UNIV TEXAS,WO-2025097041-A1
JIANGSU HENGRUI PHARMACEUTICALS CO LTD,WO-2025092798-A1
Shanghai hengrui pharmaceutical co ltd,WO-2025092798-A1
SUZHOU ZELGEN BIOPHARMACEUTICAL CO LTD,EP-4549439-A1
SHANGHAI ZELGEN PHARMA TECH CO LTD,EP-4549439-A1
LILLY CO ELI,EP-4547251-A1
INCYTE CORP,EP-4548918-A2
MERCK SHARP & DOHME LLC,US-12291538-B2
FRONTIER MEDICINES CORP,US-12291539-B2
BETTA PHARMACEUTICALS CO LTD,WO-2025087431-A1
GILEAD SCIENCES INC,US-2025136621-A1
BAYLOR COLLEGE MEDICINE,EP-4561564-A2
CHENGDU CYNOGEN BIO PHARMACEUTICAL TECH CO LTD,US-12312355-B2
TARAPEUTICS SCIENCE INC,US-12310963-B2
PHARMACOSMOS HOLDING AS,US-12312360-B2
SUZHOU SUNCADIA BIOPHARMACEUTICALS CO LTD,EP-4628103-A1
Shanghai hengrui pharmaceutical co ltd,EP-4628103-A1
JIANGSU HENGRUI PHARMACEUTICALS CO LTD,EP-4628103-A1
DUALITY BIOLOGICS SUZHOU CO LTD,US-2025295802-A1
SICHUAN KELUN BIOTECH BIOPHARMACEUTICAL CO LTD,US-2025281631-A1
MULTITUDE THERAPEUTICS INC,EP-4606822-A1
JIANGSU ALPHAMAB BIOPHARMACEUTICALS CO LTD,WO-2025140438-A1
BIOCYTOGEN PHARMACEUTICALS BEIJING CO LTD,WO-2025140662-A1
ACTINIUM PHARMACEUTICALS INC,US-2025205375-A1
SYSTIMMUNE INC,WO-2025117871-A1
SYSTIMMUNE INC,WO-2025117872-A1
SICHUAN GOODDOCTOR PANXI PHARMACEUTICAL CO LTD,US-2025263437-A1
GUANGZHOU HEALTHQUEST PHARMA CO LTD,WO-2025153072-A1
ASCENTAGE PHARMA SUZHOU CO LTD,WO-2025153072-A1
ASCENTAGE PHARMA GROUP CORP LTD,WO-2025153072-A1
ARRAY BIOPHARMA INC,US-12351571-B2
HANGZHOU ZHONGMEIHUADONG PHARMACEUTICAL CO LTD,WO-2025185559-A8
HANGZHOU ZHONGMEIHUADONG PHARMACEUTICAL CO LTD,WO-2025185559-A1
SHENZHEN FORWARD PHARMACEUTICALS CO LTD,US-2025277041-A1
FIVE PRIME THERAPEUTICS INC,US-2025269016-A1
LILLY CO ELI,US-2025263409-A1
3H PHARMACEUTICALS CO LTD,EP-4594356-A1
SHANGHAI ALLINK BIOTHERAPEUTICS CO LTD,WO-2025157214-A1
HAISCO PHARMACEUTICAL GROUP CO LTD,WO-2025149021-A1
BEIGENE LTD,WO-2025146131-A1
TSAI CHARNG SHENG,WO-2025146131-A1
FIVE PRIME THERAPEUTICS INC,US-2025223367-A1
BEIGENE LTD,US-2025222125-A1
JANSSEN PHARMACEUTICA NV,US-12350266-B2
KINOTECK THERAPEUTICS CO LTD,WO-2025140636-A1
SHANDONG SIMCERE BIOPHARMACEUTICAL CO LTD,WO-2025130860-A1
SHANDONG SIMCERE BIOPHARMACEUTICAL CO LTD,WO-2025130905-A1
TYRA BIOSCIENCES INC,WO-2025117875-A1
REGENERON PHARMA,EP-4619438-A2
REGENERON PHARMA,EP-4619027-A2
LILLY CO ELI,EP-4584270-A1
LILLY CO ELI,EP-4584269-A1
TYRA BIOSCIENCES INC,EP-4580629-A1
GENEQUANTUM HEALTHCARE SUZHOU CO LTD,WO-2025140358-A1
AIMED BIO INC,WO-2025140358-A1
UNIV SORBONNE,WO-2025133660-A1
CENTRE NAT RECH SCIENT,WO-2025133660-A1
UNIV PARIS CITE,WO-2025133660-A1
ECOLE NORMALE SUPERIEURE,WO-2025133660-A1
UNIV SORBONNE,WO-2025132449-A1
CENTRE NAT RECH SCIENT,WO-2025132449-A1
UNIV PARIS CITE,WO-2025132449-A1
ECOLE NORMALE SUPERIEURE,WO-2025132449-A1
US HEALTH,WO-2025212999-A1
UNIV NEW YORK STATE RES FOUND,WO-2025212999-A1
SHOR BORIS,WO-2025212999-A1
HUAHUI HEALTH LTD,US-12421307-B2
BRIDGENE BIOSCIENCES INC,US-12409177-B2
ZHEJIANG HISUN PHARM CO LTD,US-2025250258-A1
BROADENBIO CO LTD,US-12344611-B2
CSPC ZHONGQI PHARMACEUTICAL TECH SHIJIAZHUANG CO LTD,WO-2025113607-A1
HANGZHOU INNOGATE PHARMA CO LTD,WO-2025113607-A1
CSPC OUYI PHARMACEUTICAL CO LTD,WO-2025113607-A1
SOBI INC,US-2025319111-A1
OHIO STATE INNOVATION FOUND,US-2025319111-A1
ELI LILLY AND COMPANY,US-12440493-B2
BIOMEA FUSION INC,US-2025312335-A1
HANMI PHARMACEUTICAL CO LTD,US-12433867-B2
AROG PHARMACEUTICALS INC,US-2025305063-A1
JANSSEN BIOTECH INC,WO-2025186778-A8
UNIV JOHNS HOPKINS,WO-2025166244-A3
TRANSLATIONAL GENOMICS RES INST,WO-2025199359-A1
HOPE CITY,WO-2025199359-A1
PHARMCADD CO LTD,EP-4620950-A1
KOREA RES INST CHEMICAL TECH,EP-4620950-A1
JANSSEN BIOTECH INC,WO-2025186778-A1
UNIV CALIFORNIA,EP-4608443-A1
AROG PHARMACEUTICALS INC,US-12404555-B2
AUCENTRA THERAPEUTICS PTY LTD,US-12398132-B2
UNIV MASARYKOVA,EP-4602046-A1
CHILDRENS HOSPITAL MED CT,EP-4598539-A2
US HEALTH,EP-4598539-A2
KUROME THERAPEUTICS INC,EP-4598539-A2
UNIV JOHNS HOPKINS,WO-2025166244-A2
H LEE MOFFITT CANCER CT & RES,US-2025241952-A1
UNIV MINNESOTA,US-2025241952-A1
BRIDGE MEDICINES,EP-4583869-A2
ACEA THERAPEUTICS INC,US-12358895-B2
CENTRE OF MOLECULAR AND MACROMOLECULAR STUDIES POLISH ACAD OF SCIENCES,US-12440507-B2
UNIV DE MONTPELIER,US-12440507-B2
CENTER OF MOLECULAR AND MACROMOLECULAR STUDIES,US-12440507-B2
VENTUS THERAPEUTICS U S INC,US-12441728-B2
CORCEPT THERAPEUTICS INCORPORATED,US-12440487-B2
ARVINAS OPERATIONS INC,US-12441708-B2
INCYTE CORP,US-12440495-B2
GEORG AUGUST UNIV GOETTINGEN STIFTUNG OEFFENTLICHEN RECHTS UNIVSMEDIZIN,US-12440479-B2
BOARD OF REGENTS THE UNIV OF TEXAS SYSTEM,US-12440479-B2
PRELUDE THERAPEUTICS INCORPORATED,US-12440506-B2
AMGEN INC,US-12441741-B2
AMGEN INC,US-12441705-B2
EPIVARIO INC,US-12441689-B2
